"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"1582","RT @RedHotSquirrel: Co-operative Bank acquired by US hedge funds, ends historic relationship with Co-operative Group. https://t.co/BxWNwIw3…",FALSE,0,NA,2017-06-29 07:14:20,FALSE,NA,"880323532374278144",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RogTallbloke",12,TRUE,FALSE,NA,NA
"1583","@juninaro @YESBANK @BSEIndia @ashishchauhan @FMO_development @RanaKapoor_ @LGBroekhuizen @Proparco @deginvest_int H… https://t.co/eNfcG5oUiw",FALSE,2,"juninaro",2017-06-29 07:12:14,TRUE,"877426252365385728","880323005825429504","269481325","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","namita_vikas",0,FALSE,FALSE,NA,NA
"1584","@Pamela_Moore13 In 2016 HRC's campaign chair Podesta/group was paid by Russia's Sberbank to lobby for sanctions rel… https://t.co/2cQUkt2d2A",FALSE,0,"Pamela_Moore13",2017-06-29 07:12:05,TRUE,"879816412889579520","880322968278183936","4272870988","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Capitalist_Cam",0,FALSE,FALSE,NA,NA
"1585","RT @AdEx_Network: US bank executives are cautiously optimistic about blockchain technology integration. 

https://t.co/RPQkqmot9s

#blockch…",FALSE,0,NA,2017-06-29 07:12:05,FALSE,NA,"880322966336151552",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","davinterdark",857,TRUE,FALSE,NA,NA
"1586","US seeks bank records in Bangladesh - Marianas Variety https://t.co/65pTaeTiAw #Bangladesh",FALSE,1,NA,2017-06-29 07:11:58,FALSE,NA,"880322936535756800",NA,"<a href=""http://www.google.com/"" rel=""nofollow"">Google</a>","BDnews",0,FALSE,FALSE,NA,NA
"1587","RT @Eufmd: US: Plea for national FMD vaccine bank https://t.co/7A6BEq6EIT",FALSE,0,NA,2017-06-29 07:10:59,FALSE,NA,"880322689424031744",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Pati_Pozzetti",1,TRUE,FALSE,NA,NA
"1588","Central bankers continue to dominate headlines, give market direction.  Overall, US Fed may soon not be the only central bank to tighten.",FALSE,0,NA,2017-06-29 07:10:51,FALSE,NA,"880322658189103104",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RAMFXLTD",0,FALSE,FALSE,NA,NA
"1589","Co-op Bank Agrees £700M Rescue Deal With US Hedge Funds https://t.co/Hjf9MIBwHa",FALSE,0,NA,2017-06-29 07:10:40,FALSE,NA,"880322610592186369",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","APPGbanking",2,FALSE,FALSE,NA,NA
"1590","RT @kathieallenmd: Wanna phone bank for us this next 2 days? Contact Kseniya@drkathieforcongress.com https://t.co/LrI8OVjojb",FALSE,0,NA,2017-06-29 07:10:27,FALSE,NA,"880322554665349120",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","MelindaThinker",60,TRUE,FALSE,NA,NA
"1591","RT @ReutersBiz: Lawsuit over Deutsche Bank's Russia trades dismissed: U.S. judge https://t.co/2UYHrC1yCj",FALSE,0,NA,2017-06-29 07:09:55,FALSE,NA,"880322419394793473",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","jmhamiltonblog",13,TRUE,FALSE,NA,NA
"1592","RT @ReutersBiz: Buffett's Berkshire on verge of becoming BofA's top shareholder https://t.co/BhOKdQGzRP",FALSE,0,NA,2017-06-29 07:08:38,FALSE,NA,"880322097289060356",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","jmhamiltonblog",10,TRUE,FALSE,NA,NA
"1593","RT @wisecroneknows: @FreedomWorks @RepMarkMeadows @freedomcaucus Just get to repealing #FATCA before you even consider a day off.  US citiz…",FALSE,0,NA,2017-06-29 07:07:00,FALSE,NA,"880321688025538561",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","FedupUSExpat",6,TRUE,FALSE,NA,NA
"1594","Most of Us Have a Bank Account, but Very Few of Us Keep A “Time Account” https://t.co/xOYTtMuQdD",FALSE,0,NA,2017-06-29 07:06:00,FALSE,NA,"880321436715548674",NA,"<a href=""http://bufferapp.com"" rel=""nofollow"">Buffer</a>","ddg243",0,FALSE,FALSE,NA,NA
"1595","RT @BryceWeiner: ""We can now collapse national economies in record time. What took us 20 years in Greece we can do in two months.""
World Ba…",FALSE,0,NA,2017-06-29 07:05:45,FALSE,NA,"880321374245539843",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","rhian_is",4,TRUE,FALSE,NA,NA
"1596","RT @AdEx_Network: US bank executives are cautiously optimistic about blockchain technology integration. 

https://t.co/RPQkqmot9s

#blockch…",FALSE,0,NA,2017-06-29 07:05:14,FALSE,NA,"880321243555045377",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","freeflyrama",857,TRUE,FALSE,NA,NA
"1597","R3 Completes DLT Commercial Paper Prototype with Bank Partners -  https://t.co/SjJWBnMQ1P Completes DLT Commercial Paper Prototype with ...",FALSE,0,NA,2017-06-29 07:03:21,FALSE,NA,"880320769288359936",NA,"<a href=""http://www.internationalinvestments.us"" rel=""nofollow"">International Investments.us</a>","proseriesnews",0,FALSE,FALSE,NA,NA
"1598","RT @AdEx_Network: US bank executives are cautiously optimistic about blockchain technology integration. 

https://t.co/RPQkqmot9s

#blockch…",FALSE,0,NA,2017-06-29 07:02:10,FALSE,NA,"880320472956653568",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","mr_gatta",857,TRUE,FALSE,NA,NA
"1599","Singapore PPI Rises Slightly In May -  https://t.co/YAfW7zF4aP PPI Rises Slightly In May",FALSE,0,NA,2017-06-29 07:01:33,FALSE,NA,"880320317150842880",NA,"<a href=""http://www.internationalinvestments.us"" rel=""nofollow"">International Investments.us</a>","proseriesnews",0,FALSE,FALSE,NA,NA
"1600","@teejaybaba @PTADNigeria @DrJoeAbah Please act on this. If possible change his bank and notify us in writing thru info@ptad.gov.ng",FALSE,2,"teejaybaba",2017-06-29 07:00:07,FALSE,"880318597033336832","880319956348436480","450705879","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","sharon_ikeazor",1,FALSE,FALSE,NA,NA
"1601","RT @AdEx_Network: US bank executives are cautiously optimistic about blockchain technology integration. 

https://t.co/RPQkqmot9s

#blockch…",FALSE,0,NA,2017-06-29 06:59:28,FALSE,NA,"880319790430146560",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","GTandean",857,TRUE,FALSE,NA,NA
"1602","RT @RedHotSquirrel: Co-operative Bank acquired by US hedge funds, ends historic relationship with Co-operative Group. https://t.co/BxWNwIw3…",FALSE,0,NA,2017-06-29 06:57:36,FALSE,NA,"880319323277062146",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","stewart_ws",12,TRUE,FALSE,NA,NA
"1603","RT @AdEx_Network: US bank executives are cautiously optimistic about blockchain technology integration. 

https://t.co/RPQkqmot9s

#blockch…",FALSE,0,NA,2017-06-29 06:57:01,FALSE,NA,"880319176027512832",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","xcry4",857,TRUE,FALSE,NA,NA
"1604","@knightofdelta After that Zenith Bank Owerri incident and the likes the police issued as statement despite us seein… https://t.co/gDW9MlO2P4",FALSE,0,"knightofdelta",2017-06-29 06:55:51,TRUE,"880316747643015168","880318882652803072","299865877","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","pixelmorph1",0,FALSE,FALSE,NA,NA
"1605","Lawsuit over Deutsche Bank's Russia trades dismissed: US judge https://t.co/vU2FdT1EeL via @ChannelNewsAsia",FALSE,0,NA,2017-06-29 06:53:39,FALSE,NA,"880318327762993152",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","infinity10",0,FALSE,FALSE,NA,NA
"1606","RT @AdEx_Network: US bank executives are cautiously optimistic about blockchain technology integration. 

https://t.co/RPQkqmot9s

#blockch…",FALSE,0,NA,2017-06-29 06:53:22,FALSE,NA,"880318255402934272",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","NewdaysRizky",857,TRUE,FALSE,NA,NA
"1607","RT @RedHotSquirrel: Co-operative Bank acquired by US hedge funds, ends historic relationship with Co-operative Group. https://t.co/BxWNwIw3…",FALSE,0,NA,2017-06-29 06:51:24,FALSE,NA,"880317763348295680",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","sw19_womble",12,TRUE,FALSE,NA,NA
"1608","RT @kathieallenmd: Wanna phone bank for us this next 2 days? Contact Kseniya@drkathieforcongress.com https://t.co/LrI8OVjojb",FALSE,0,NA,2017-06-29 06:49:25,FALSE,NA,"880317264301510657",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","WomanVote",60,TRUE,FALSE,NA,NA
"1609","RT @IDBI_Bank: To know more about IDBI Bank's offerings for Gen next solutions for cashless payments , Follow us now! https://t.co/wPH2U9HU…",FALSE,0,NA,2017-06-29 06:46:40,FALSE,NA,"880316568797937664",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Priyank03118966",1002,TRUE,FALSE,NA,NA
"1610","US: Plea for national FMD vaccine bank https://t.co/7A6BEq6EIT",FALSE,2,NA,2017-06-29 06:46:10,FALSE,NA,"880316445388877824",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Eufmd",1,FALSE,FALSE,NA,NA
"1611","RT @RedHotSquirrel: Co-operative Bank acquired by US hedge funds, ends historic relationship with Co-operative Group. https://t.co/BxWNwIw3…",FALSE,0,NA,2017-06-29 06:45:56,FALSE,NA,"880316384558886912",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ThorpeLynden",12,TRUE,FALSE,NA,NA
"1612","#CapeTownAirport Reserve Bank battle points to dangerous levels of intolerance. Read Blog: https://t.co/K9R9b18WTa",FALSE,0,NA,2017-06-29 06:45:46,FALSE,NA,"880316343114883072",NA,"<a href=""https://www.owler.com"" rel=""nofollow"">Airport    Services</a>","_airportservice",0,FALSE,FALSE,NA,NA
"1613","RT @AdEx_Network: US bank executives are cautiously optimistic about blockchain technology integration. 

https://t.co/RPQkqmot9s

#blockch…",FALSE,0,NA,2017-06-29 06:45:42,FALSE,NA,"880316326908055552",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","sweet_DRizma",857,TRUE,FALSE,NA,NA
"1614","RT @RedHotSquirrel: Co-operative Bank acquired by US hedge funds, ends historic relationship with Co-operative Group. https://t.co/BxWNwIw3…",FALSE,0,NA,2017-06-29 06:45:04,FALSE,NA,"880316167084285953",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","benit019546",12,TRUE,FALSE,NA,NA
"1615","RT @sanjaynirupam: Join us on 4th July at 3 pm over #TweetMorcha 
Tweet to PM Modi @narendramodi &amp; get ur complaint registered against Bank…",FALSE,0,NA,2017-06-29 06:44:40,FALSE,NA,"880316068291530752",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Sanjeetsolanki9",72,TRUE,FALSE,NA,NA
"1616","Lawsuit over Deutsche Bank's Russia trades dismissed: U.S. judge | Reuters https://t.co/ukzoqm3etn",FALSE,0,NA,2017-06-29 06:44:34,FALSE,NA,"880316042916098048",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","hancocksm",0,FALSE,FALSE,NA,NA
"1617","RT @RedHotSquirrel: Co-operative Bank acquired by US hedge funds, ends historic relationship with Co-operative Group. https://t.co/BxWNwIw3…",FALSE,0,NA,2017-06-29 06:44:26,FALSE,NA,"880316007960780800",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Drystonesonnet",12,TRUE,FALSE,NA,NA
"1618","Co-operative Bank acquired by US hedge funds, ends historic relationship with Co-operative Group.… https://t.co/iuBnOml7nf",FALSE,5,NA,2017-06-29 06:43:35,TRUE,NA,"880315795263369218",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RedHotSquirrel",12,FALSE,FALSE,NA,NA
"1619","US Fed approves large bank investor payout plans https://t.co/ybFk7zmv1w #Irishbiz #Ireland",FALSE,0,NA,2017-06-29 06:43:33,FALSE,NA,"880315783930404865",NA,"<a href=""http://www.business-support.ie/"" rel=""nofollow"">Business support</a>","Irish_Biz",0,FALSE,FALSE,NA,NA
"1620","Good morning to you Twitter! Okay, it's raining again but we can brighten up your day by sorting out your M&amp;S Bank queries. Tweet us:)",FALSE,0,NA,2017-06-29 06:43:26,FALSE,NA,"880315757367894017",NA,"<a href=""https://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>","mandsbankhelp",0,FALSE,FALSE,NA,NA
"1621","RT @AdEx_Network: US bank executives are cautiously optimistic about blockchain technology integration. 

https://t.co/RPQkqmot9s

#blockch…",FALSE,0,NA,2017-06-29 06:42:28,FALSE,NA,"880315513812811776",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","Nico_fraya",857,TRUE,FALSE,NA,NA
"1622","RT @AdEx_Network: US bank executives are cautiously optimistic about blockchain technology integration. 

https://t.co/RPQkqmot9s

#blockch…",FALSE,0,NA,2017-06-29 06:41:57,FALSE,NA,"880315383701491716",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","neKaiNqc11MD72N",857,TRUE,FALSE,NA,NA
"1623","Send and receive money from abroad via Sidian Bank #BilaHassle
To learn more, call us on 0711058000 or visit any of… https://t.co/VqEKXaK884",FALSE,4,NA,2017-06-29 06:40:40,TRUE,NA,"880315061306363904",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","SidianBank",1,FALSE,FALSE,NA,NA
"1624","Please tell us who you think deserves to have a voice? Does it depend on their party alliance or bank statement?
Ar… https://t.co/glSIvKe8X2",FALSE,0,NA,2017-06-29 06:39:40,TRUE,NA,"880314808192643072",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","mike_cook_75",0,FALSE,FALSE,NA,NA
"1625","@florianasliima Yes!! Cheaper countries at first to start us off, I support this plan, my bank account might not <ed><U+00A0><U+00BD><ed><U+00B2><U+009B>",FALSE,1,"florianasliima",2017-06-29 06:39:30,FALSE,"880314318276972546","880314766413230080","1554069080","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","badassluthor",0,FALSE,FALSE,NA,NA
"1626","AU Small Finance Bank #IPO subscribed 18% on Day 1!
Give us a missed call on 8010968308 &amp; open an online a/c today.
https://t.co/blah17xXCp",FALSE,1,NA,2017-06-29 06:39:25,FALSE,NA,"880314744804065280",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","ACM_Investmentz",0,FALSE,FALSE,NA,NA
"1627","RT @TheOfficialSBI: State Bank Anywhere through your Android, iOS &amp; Blackberry device! Follow us for digital banking updates. https://t.co/…",FALSE,0,NA,2017-06-29 06:39:24,FALSE,NA,"880314743470211072",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","keerthickskfan",1408,TRUE,FALSE,NA,NA
"1628","Pics from Yes Bank, Bangalore Sessions. Tell us what you think about the session? https://t.co/6U1b1jKODw",FALSE,0,NA,2017-06-29 06:39:07,FALSE,NA,"880314671668092928",NA,"<a href=""https://social.zoho.com"" rel=""nofollow"">ZohoTwitterApp</a>","FitnessDugout",0,FALSE,FALSE,NA,NA
"1629","RT @kathieallenmd: Wanna phone bank for us this next 2 days? Contact Kseniya@drkathieforcongress.com https://t.co/LrI8OVjojb",FALSE,0,NA,2017-06-29 06:38:51,FALSE,NA,"880314604559224832",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ZenTaoPrincess",60,TRUE,FALSE,NA,NA
"1630","RT @AdEx_Network: US bank executives are cautiously optimistic about blockchain technology integration. 

https://t.co/RPQkqmot9s

#blockch…",FALSE,0,NA,2017-06-29 06:38:49,FALSE,NA,"880314596724166656",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","Nahdijhong",857,TRUE,FALSE,NA,NA
"1631","Don’t underestimate the power of the UK economy – it’s more resilient than you think 

https://t.co/s3vHMP0jlL",FALSE,0,NA,2017-06-29 06:38:38,FALSE,NA,"880314547395014656",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","wolfie_smythe",0,FALSE,FALSE,NA,NA
"1632","RT @KeelRow: Hi @NEFamilyFun could you help us get the word out for our food bank collection @ The Keel Row. We are supporting local famili…",FALSE,0,NA,2017-06-29 06:37:23,FALSE,NA,"880314233250099200",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","timchrisp",10,TRUE,FALSE,NA,NA
"1633","Will your bank be around in 10 years? New #BusinessModels will change the industry forever. View more.… https://t.co/C7Qym2WzrS",FALSE,0,NA,2017-06-29 06:35:03,TRUE,NA,"880313646227881984",NA,"<a href=""http://www.radian6.com"" rel=""nofollow"">Radian6 -Social Media Management</a>","AccentureStrat",0,FALSE,FALSE,NA,NA
"1634","RT @kathieallenmd: Wanna phone bank for us this next 2 days? Contact Kseniya@drkathieforcongress.com https://t.co/LrI8OVjojb",FALSE,0,NA,2017-06-29 06:34:11,FALSE,NA,"880313428522541056",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","weaponizedkeys",60,TRUE,FALSE,NA,NA
"1635","SpotifyCares: gabybaker_ Hey, help's here! Can you DM us a screenshot of your bank statement showing the Spotify c… https://t.co/znb1SQMI4n",FALSE,0,NA,2017-06-29 06:33:19,FALSE,NA,"880313208636100608",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","mnkyvngpristin",0,FALSE,FALSE,NA,NA
"1636","RT @Khanoisseur: .@funder 8. Got all this?

What does Wilbur Ross (former vice-chair Bank of Cyprus) know of the dark foreign money pipelin…",FALSE,0,NA,2017-06-29 06:32:50,FALSE,NA,"880313090511953920",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","Ykati",1399,TRUE,FALSE,NA,NA
"1637","RT @France24_en: US Fed approves large bank investor payout plans https://t.co/E7wV53SQ7J https://t.co/yLimQ4RQii",FALSE,0,NA,2017-06-29 06:31:58,FALSE,NA,"880312869052657664",NA,"<a href=""http://ubersocial.com"" rel=""nofollow"">UberSocial for BlackBerry</a>","james007goksel",0,FALSE,FALSE,NA,NA
"1638","@gabybaker_ Hey, help's here! Can you DM us a screenshot of your bank statement showing the Spotify charge? We'll c… https://t.co/7XUc3F6ycO",FALSE,0,"gabybaker_",2017-06-29 06:31:49,TRUE,"880292822141644801","880312831551451136","2231036922","<a href=""https://www.lithium.com"" rel=""nofollow"">Lithium Tech.</a>","SpotifyCares",0,FALSE,FALSE,NA,NA
"1639","RT @sparkhillfood: Although complex, bottom line those coming 2 us are in desperate need
Pls help us
Who really goes to a food bank? - http…",FALSE,0,NA,2017-06-29 06:30:48,FALSE,NA,"880312575279472640",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","fionacollard",1,TRUE,FALSE,NA,NA
"1640","10000mAh Dual USB Portable External Battery Charger Power Bank  For Cell Phone https://t.co/atyiGyqYfh",FALSE,0,NA,2017-06-29 06:29:29,FALSE,NA,"880312246592831488",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","cruise_destinos",0,FALSE,FALSE,NA,NA
"1641","@Praveen441321 ""Dear Sir,
Greetings from RBL Bank!
To enable us to address your query to your satisfaction, we woul… https://t.co/1MQNoypPeF",FALSE,0,"Praveen441321",2017-06-29 06:27:58,TRUE,"880000585319174144","880311865573744640","772123448537518080","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","rblbank",0,FALSE,FALSE,NA,NA
"1642","RT @kathieallenmd: Wanna phone bank for us this next 2 days? Contact Kseniya@drkathieforcongress.com https://t.co/LrI8OVjojb",FALSE,0,NA,2017-06-29 06:26:55,FALSE,NA,"880311600023879680",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","TheTenth2017",60,TRUE,FALSE,NA,NA
"1643","RT @kathieallenmd: Wanna phone bank for us this next 2 days? Contact Kseniya@drkathieforcongress.com https://t.co/LrI8OVjojb",FALSE,0,NA,2017-06-29 06:26:50,FALSE,NA,"880311579656413184",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","wendybyrdm",60,TRUE,FALSE,NA,NA
"1644","RT @LJWriter: #Mustread RONE Award Finalist. #Romance Her Heart's Desire. Weather, family, &amp; bank against them. Will they make it? https://…",FALSE,0,NA,2017-06-29 06:26:29,FALSE,NA,"880311491697758208",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","dianneanoble1",8,TRUE,FALSE,NA,NA
"1645","RT @synovus: Synovus has been ranked no. 1 in American Banker's  annual reputation survey! https://t.co/z7VkS08MDC https://t.co/nci0RArM6H",FALSE,0,NA,2017-06-29 06:26:17,FALSE,NA,"880311440858656768",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","tkleebs22",36,TRUE,FALSE,NA,NA
"1646","RT @JackPosobiec: Andrew Jackson declared central banking the ""enemy of American liberty"" and abolished the US national bank in 1836 https:…",FALSE,0,NA,2017-06-29 06:25:37,FALSE,NA,"880311274621485057",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","CherishedSolace",337,TRUE,FALSE,NA,NA
"1647","RT @Reuters: Lawsuit over Deutsche Bank's Russia trades dismissed: U.S. judge https://t.co/nWuB4mweSa https://t.co/fPEiHO9U7H",FALSE,0,NA,2017-06-29 06:24:50,FALSE,NA,"880311074649722881",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","int_NDST",66,TRUE,FALSE,NA,NA
"1648","RT @kathieallenmd: Wanna phone bank for us this next 2 days? Contact Kseniya@drkathieforcongress.com https://t.co/LrI8OVjojb",FALSE,0,NA,2017-06-29 06:24:49,FALSE,NA,"880311072707592192",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","CaptainsLog2017",60,TRUE,FALSE,NA,NA
"1649","Bank of Canada's Patterson: economic drag from lower oil prices largely behind us; rate cuts have helped facilitat… https://t.co/Nau03ykWjM",FALSE,0,NA,2017-06-29 06:24:48,FALSE,NA,"880311067628503041",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","TTMarketNews_pl",0,FALSE,FALSE,NA,NA
"1650","RT @JackPosobiec: Andrew Jackson declared central banking the ""enemy of American liberty"" and abolished the US national bank in 1836 https:…",FALSE,0,NA,2017-06-29 06:24:34,FALSE,NA,"880311010271391744",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","gspatton007",337,TRUE,FALSE,NA,NA
"1651","A French bank complicit in the Rwandan genocide? Never again @EmmanuelMacron https://t.co/JNZ1k8MrLQ #Petition via @SumOfUs",FALSE,0,NA,2017-06-29 06:24:16,FALSE,NA,"880310934853607424",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Phaedon_Z",0,FALSE,FALSE,NA,NA
"1652","https://t.co/Ktrs7QDzLh Eyes on US Final GDP q/q, Unemployment Claims.  Bank Holiday Italy.",FALSE,0,NA,2017-06-29 06:22:39,FALSE,NA,"880310527595094016",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","diamondsforex",0,FALSE,FALSE,NA,NA
"1653","RT @IBM: Consortium of 7 European banks select IBM to build and host Digital Trade Chain #blockchain solution: https://t.co/mF2ECiusG5 #IBM…",FALSE,0,NA,2017-06-29 06:22:02,FALSE,NA,"880310372984512512",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","GoBettsie",231,TRUE,FALSE,NA,NA
"1654","RT @Economy24x7: Don't underestimate the power of the UK economy – it's more resilient than you think - The Independent https://t.co/niESY9…",FALSE,0,NA,2017-06-29 06:21:59,FALSE,NA,"880310359978016768",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","iamthemotman",1,TRUE,FALSE,NA,NA
"1655","Bank of Canada's Patterson: economic drag from lower oil prices largely behind us; rate cuts have helped facilitat… https://t.co/QmcmPWEPfa",FALSE,0,NA,2017-06-29 06:21:32,FALSE,NA,"880310246396370946",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","TeleTradeTwit",0,FALSE,FALSE,NA,NA
"1656","Bank of Canada's Patterson: economic drag from lower oil prices largely behind us; rate cuts have helped facilitat… https://t.co/lB2SQmowhS",FALSE,0,NA,2017-06-29 06:21:11,FALSE,NA,"880310158437609472",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","TTMarketNews_es",0,FALSE,FALSE,NA,NA
"1657","Don't underestimate the power of the UK economy – it's more resilient than you think - The Independent https://t.co/niESY9gjvo",FALSE,1,NA,2017-06-29 06:18:05,FALSE,NA,"880309376279498752",NA,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>","Economy24x7",1,FALSE,FALSE,NA,NA
"1658","@TrafficChiefNG CBN pumps $195m as an intervention to stabilize Naira against Us dollar in the inter-bank market.",FALSE,0,"TrafficChiefNG",2017-06-29 06:17:33,FALSE,NA,"880309243664109569","1535062237","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","CrownCornel",0,FALSE,FALSE,NA,NA
"1659","@Gidi_Traffic CBN pumps $195m as an intervention to stabilize Naira against Us dollar in the inter-bank market.",FALSE,0,"Gidi_Traffic",2017-06-29 06:17:14,FALSE,NA,"880309164068806656","378809160","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","CrownCornel",0,FALSE,FALSE,NA,NA
"1660","China central bank fixes yuan midpoint at strongest level in two weeks https://t.co/UfFzKpVru0",FALSE,0,NA,2017-06-29 06:16:09,FALSE,NA,"880308888788246532",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","CavaggioniMario",0,FALSE,FALSE,NA,NA
"1661","Bank of Canada's Patterson: economic drag from lower oil prices largely behind us; rate cuts have helped facilitat… https://t.co/8OIK8mFzpU",FALSE,0,NA,2017-06-29 06:15:26,FALSE,NA,"880308709456568320",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","TTMarketNews_gr",0,FALSE,FALSE,NA,NA
"1662","RT @Raquel_Savage: This is smart, he prolly already has more in the bank than any of us. https://t.co/UcecyeJJ7I",FALSE,0,NA,2017-06-29 06:14:47,FALSE,NA,"880308545543172096",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Marxinco",60,TRUE,FALSE,NA,NA
